in_anno	in_ydb	ydb_section	standard_status	mnemonic	summary	kind
false	true	MessageRecovery/errors.rst#OLDBINEXTRACT	ydb-extension	OLDBINEXTRACT	Loading an older version(xxxx) of binary extract. Database or global collation changes since the extract, if any, will result in database corruption.	Run Time Error
false	true	MessageRecovery/errors.rst#OMISERVHANG	ydb-extension	OMISERVHANG	GTCM OMI server is hung	Error
false	true	MessageRecovery/errors.rst#OPCOMMISSED	ydb-extension	OPCOMMISSED	NNN errors and MMM MBFULLs sending prior operator messages	Information
false	true	MessageRecovery/errors.rst#OPENCONN	ydb-extension	OPENCONN	Error opening socket connection	Run Time Error
false	true	MessageRecovery/errors.rst#OPRCCPSTOP	ydb-extension	OPRCCPSTOP	The Cluster Control Program has been halted by an operator stop request	Error
false	true	MessageRecovery/errors.rst#ORDER2	ydb-extension	ORDER2	Invalid second argument to $ORDER. Must be -1 or 1.	Run Time Error
false	true	MessageRecovery/errors.rst#ORLBKCMPLT	ydb-extension	ORLBKCMPLT	ONLINE ROLLBACK completed successfully on instance iiii corresponding to dddd	Information
false	true	MessageRecovery/errors.rst#ORLBKDBUPGRDREQ	ydb-extension	ORLBKDBUPGRDREQ	Region RRR (DDDD) is not fully upgraded. ONLINE ROLLBACK cannot continue	Error
false	true	MessageRecovery/errors.rst#ORLBKFRZOVER	ydb-extension	ORLBKFRZOVER	tttt : FREEZE on region rrrr (ddd) cleared	Information
false	true	MessageRecovery/errors.rst#ORLBKFRZPROG	ydb-extension	ORLBKFRZPROG	tttt : waiting for FREEZE on region rrrr (dddd) to clear	Information
false	true	MessageRecovery/errors.rst#ORLBKINPROG	ydb-extension	ORLBKINPROG	Online ROLLBACK in progress by PID pppp in region rrrr	Information
false	true	MessageRecovery/errors.rst#ORLBKNOSTP	ydb-extension	ORLBKNOSTP	ONLINE ROLLBACK proceeding with database updates. MUPIP STOP will no longer be allowed	Information
false	true	MessageRecovery/errors.rst#ORLBKREL	ydb-extension	ORLBKREL	ONLINE ROLLBACK releasing all locking resources to allow a freeze OFF to proceed	Information
false	true	MessageRecovery/errors.rst#ORLBKRESTART	ydb-extension	ORLBKRESTART	ONLINE ROLLBACK restarted on instance iiii corresponding to rrrr	Information
false	true	MessageRecovery/errors.rst#ORLBKROLLED	ydb-extension	ORLBKROLLED	ONLINE ROLLBACK took the database for instance iiii region rrrr corresponding to dddd to a prior state	Warning
false	true	MessageRecovery/errors.rst#ORLBKSTART	ydb-extension	ORLBKSTART	ONLINE ROLLBACK started on instance iiii corresponding to dddd	Information
false	true	MessageRecovery/errors.rst#ORLBKTERMNTD	ydb-extension	ORLBKTERMNTD	ONLINE ROLLBACK terminated on instance iiii corresponding to dddd with the above errors	Error
false	true	MessageRecovery/errors.rst#OUTOFSPACE	ydb-extension	OUTOFSPACE	Database file xxxx ran out of disk space. Detected by process aaaa. Exit without clearing shared memory due to the disk space constraints. Make space and then perform mupip rundown to ensure database integrity.	Fatal
false	true	MessageRecovery/errors.rst#PADCHARINVALID	ydb-extension	PADCHARINVALID	PAD deviceparameter cannot be greater than 127	Run Time Error
false	true	MessageRecovery/errors.rst#PARAMINVALID	ydb-extension	PARAMINVALID	xxxx parameter specified in yyyy call	Run Time Error
false	true	MessageRecovery/errors.rst#PARFILSPC	ydb-extension	PARFILSPC	Parameter: xxxx file specification: yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#PARNORMAL	ydb-extension	PARNORMAL	Parse successful	Information
false	true	MessageRecovery/errors.rst#PATALTER2LARGE	ydb-extension	PATALTER2LARGE	Pattern match alternation exceeded the LLLL repetition limit on prospective matches	Run Time Error
false	true	MessageRecovery/errors.rst#PATCLASS	ydb-extension	PATCLASS	Illegal character class for pattern code	Compile Time Error
false	true	MessageRecovery/errors.rst#PATCODE	ydb-extension	PATCODE	Illegal syntax for pattern	Compile Time Error
false	true	MessageRecovery/errors.rst#PATLIT	ydb-extension	PATLIT	Illegal character or unbalanced quotes for pattern literal	Compile Time Error
false	true	MessageRecovery/errors.rst#PATLOAD	ydb-extension	PATLOAD	Error loading pattern file xxxx	Compile Time Error
false	true	MessageRecovery/errors.rst#PATMAXLEN	ydb-extension	PATMAXLEN	Pattern code exceeds maximum length	Compile Time Error
false	true	MessageRecovery/errors.rst#PATNOTFOUND	ydb-extension	PATNOTFOUND	Current pattern table has no characters with pattern code xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#PATTABNOTFND	ydb-extension	PATTABNOTFND	Pattern table xxxx not found	Run Time Error
false	true	MessageRecovery/errors.rst#PATTABSYNTAX	ydb-extension	PATTABSYNTAX	Error in xxxx at line yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#PATUPPERLIM	ydb-extension	PATUPPERLIM	Pattern code upper limit is less than lower limit	Compile Time Error
false	true	MessageRecovery/errors.rst#PBNINVALID	ydb-extension	PBNINVALID	ssss does not have a field named ffff	Error
false	true	MessageRecovery/errors.rst#PBNNOFIELD	ydb-extension	PBNNOFIELD	%ZPEEKBYNAME() requires a field.item as its first parameter	Error
false	true	MessageRecovery/errors.rst#PBNNOPARM	ydb-extension	PBNNOPARM	First parameter pppp does not support a second parameter	Error
false	true	MessageRecovery/errors.rst#PBNPARMREQ	ydb-extension	PBNPARMREQ	A first parameter value pppp requires a second parameter specified containing rrrr	Error
false	true	MessageRecovery/errors.rst#PBNUNSUPSTRUCT	ydb-extension	PBNUNSUPSTRUCT	$ZPEEK() does not support structure ssss	Error
false	true	MessageRecovery/errors.rst#PBNUNSUPTYPE	ydb-extension	PBNUNSUPTYPE	$ZPEEK() does not support type tttt	Run Time Error
false	true	MessageRecovery/errors.rst#PCONDEXPECTED	ydb-extension	PCONDEXPECTED	Post-conditional expression expected but not found	Compile Time Error
false	true	MessageRecovery/errors.rst#PCTYRESERVED	ydb-extension	PCTYRESERVED	Attempted operation not supported on ^%Y* namespace	Error
false	true	MessageRecovery/errors.rst#PEERPIDMISMATCH	ydb-extension	PEERPIDMISMATCH	Local socket peer with PID=pppp does not match specified PID=qqqq	Run Time Error
false	true	MessageRecovery/errors.rst#PERMGENDIAG	ydb-extension	PERMGENDIAG	Permissions: Proc(uid:uuuu,gid:gggg)vvvv, DB File(uid:hhhh,gid:pppp),perm:iiii, Lib File(gid:qqqq),perm:jjjj	Information
false	true	MessageRecovery/errors.rst#PERMGENFAIL	ydb-extension	PERMGENFAIL	Failed to determine access permissions to use for creation of xxxx for file yyyy	Error
false	true	MessageRecovery/errors.rst#PIDMISMATCH	ydb-extension	PIDMISMATCH	PID=qqqq has a mismatched internal process id value of pppp	Warning
false	true	MessageRecovery/errors.rst#PINENTRYERR	ydb-extension	PINENTRYERR	Custom pinentry program failure	Run Time Error
false	true	MessageRecovery/errors.rst#PRCNAMLEN	ydb-extension	PRCNAMLEN	Process name xxxx length is greater than yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#PREALLOCATEFAIL	ydb-extension	PREALLOCATEFAIL	Disk space reservation for SSSS segment has failed	Run Time Error
false	true	MessageRecovery/errors.rst#PREFIXBAD	ydb-extension	PREFIXBAD	xxxx - yyyy zzzz must start with an alphabetic character	Error
false	true	MessageRecovery/errors.rst#PREMATEOF	ydb-extension	PREMATEOF	Premature end of file detected	Run Time Error
false	true	MessageRecovery/errors.rst#PREVJNLLINKCUT	ydb-extension	PREVJNLLINKCUT	Previous journal file name link set to NULL in new journal file xxxx created for database file yyyy	Error
false	true	MessageRecovery/errors.rst#PREVJNLLINKSET	ydb-extension	PREVJNLLINKSET	Previous generation journal file name is changed from xxxx to yyyy	Information
false	true	MessageRecovery/errors.rst#PREVJNLNOEOF	ydb-extension	PREVJNLNOEOF	A previous generation journal file xxxx does not have valid EOF	Error
false	true	MessageRecovery/errors.rst#PRIMARYISROOT	ydb-extension	PRIMARYISROOT	Attempted operation not valid on root primary instance xxxx	Error
false	true	MessageRecovery/errors.rst#PRIMARYNOTROOT	ydb-extension	PRIMARYNOTROOT	Attempted operation not valid on non-root primary instance xxxx	Error
false	true	MessageRecovery/errors.rst#PROCTERM	ydb-extension	PROCTERM	uuuu process termination due to cccc (return code eeee) from pppp	Warning
false	true	MessageRecovery/errors.rst#PROTNOTSUP	ydb-extension	PROTNOTSUP	Protocol xxxx not supported	Run Time Error
false	true	MessageRecovery/errors.rst#QUALBAD	ydb-extension	QUALBAD	xxxx is not a valid qualifier	Error
false	true	MessageRecovery/errors.rst#QUALDUP	ydb-extension	QUALDUP	xxxx qualifier appears more than once in the list	Error
false	true	MessageRecovery/errors.rst#QUALEXP	ydb-extension	QUALEXP	Qualifier expected but not found	Run Time Error
false	true	MessageRecovery/errors.rst#QUALREQD	ydb-extension	QUALREQD	xxxx required	Error
false	true	MessageRecovery/errors.rst#QUALVAL	ydb-extension	QUALVAL	Qualifier value required but not found	Run Time Error
false	true	MessageRecovery/errors.rst#QUERY2	ydb-extension	QUERY2	Invalid second argument to $QUERY. Must be -1 or 1.	Run Time Error
false	true	MessageRecovery/errors.rst#QUITALSINV	ydb-extension	QUITALSINV	QUIT * return when the extrinsic was not invoked with SET *	Run Time Error
false	true	MessageRecovery/errors.rst#QUITARGLST	ydb-extension	QUITARGLST	Quit cannot take a list of arguments	Compile Time Error
false	true	MessageRecovery/errors.rst#QUITARGREQD	ydb-extension	QUITARGREQD	Quit from an extrinsic must have an argument	Run Time Error
false	true	MessageRecovery/errors.rst#QUITARGUSE	ydb-extension	QUITARGUSE	Quit cannot take an argument in this context	Compile Time Error
false	true	MessageRecovery/errors.rst#RANDARGNEG	ydb-extension	RANDARGNEG	Random number generator argument must be greater than or equal to one	Run Time Error
false	true	MessageRecovery/errors.rst#RAWDEVUNSUP	ydb-extension	RAWDEVUNSUP	RAW device for region RRRR is not supported	Error
false	true	MessageRecovery/errors.rst#RCVRMANYSTRMS	ydb-extension	RCVRMANYSTRMS	Receiver server now connecting to source stream NNNN but had previously connected to a different stream nnnn	Error
false	true	MessageRecovery/errors.rst#RDFLTOOLONG	ydb-extension	RDFLTOOLONG	Length specified for fixed length read exceeds the maximum string size	Run Time Error
false	true	MessageRecovery/errors.rst#RDFLTOOSHORT	ydb-extension	RDFLTOOSHORT	Length specified for fixed length read less than or equal to zero	Run Time Error
false	true	MessageRecovery/errors.rst#READLINEFILEPERM	ydb-extension	READLINEFILEPERM	Readline history file ffff could not be created	Warning
false	true	MessageRecovery/errors.rst#READLINELONGLINE	ydb-extension	READLINELONGLINE	Entered line is greater than 32Kb long, exceeding maximum allowed	Warning
false	true	MessageRecovery/errors.rst#READONLYLKFAIL	ydb-extension	READONLYLKFAIL	Failed to get xxxx lock on READ_ONLY database file yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#READONLYNOBG	ydb-extension	READONLYNOBG	Read-only cannot be enabled on non-MM databases	Error
false	true	MessageRecovery/errors.rst#READONLYNOSTATS	ydb-extension	READONLYNOSTATS	Read-only and Statistics sharing cannot both be enabled on database	Run Time Error
false	true	MessageRecovery/errors.rst#REC2BIG	ydb-extension	REC2BIG	Record size (xxxx) is greater than maximum (yyyy) for region: zzzz	Run Time Error
false	true	MessageRecovery/errors.rst#RECCNT	ydb-extension	RECCNT	Last LOAD record number: xxxx	Information
false	true	MessageRecovery/errors.rst#RECLOAD	ydb-extension	RECLOAD	Error loading record number: nnnn	Fatal
false	true	MessageRecovery/errors.rst#RECORDSTAT	ydb-extension	RECORDSTAT	gggg: Key cnt: kkkk max subsc len: ssss max rec len: dddd max node len: rrrr	Information
false	true	MessageRecovery/errors.rst#RECSIZENOTEVEN	ydb-extension	RECSIZENOTEVEN	RECORDSIZE xxxx needs to be a multiple of 2 if ICHSET or OCHSET is UTF-16, UTF-16LE or UTF-16BE	Run Time Error
false	true	MessageRecovery/errors.rst#RECSIZIS	ydb-extension	RECSIZIS	Record size is xxxx	Information
false	true	MessageRecovery/errors.rst#RECTOOBIG	ydb-extension	RECTOOBIG	Block size xxxx and yyyy reserved bytes limit record size to zzzz	Warning
false	true	MessageRecovery/errors.rst#RECVPOOLSETUP	ydb-extension	RECVPOOLSETUP	Receive Pool setup error	Run Time Error
false	true	MessageRecovery/errors.rst#REGFILENOTFOUND	ydb-extension	REGFILENOTFOUND	Database file DDDD corresponding to region RRRR cannot be found	Error
false	true	MessageRecovery/errors.rst#REGIS	ydb-extension	REGIS	in region xxxx	Information
false	true	MessageRecovery/errors.rst#REGNTFND	ydb-extension	REGNTFND	Region referenced not initialized	Error
false	true	MessageRecovery/errors.rst#REGOPENFAIL	ydb-extension	REGOPENFAIL	Failed to open region rrrr (dddd) due to conflicting database shutdown activity	Error
false	true	MessageRecovery/errors.rst#REGSSFAIL	ydb-extension	REGSSFAIL	Process pppp encountered error eeee contributing to the snapshot for region rrrr - the snapshot is no longer valid	Error
false	true	MessageRecovery/errors.rst#RELINKCTLERR	ydb-extension	RELINKCTLERR	Error with relink control structure for $ZROUTINES directory dddd	Run Time Error
false	true	MessageRecovery/errors.rst#RELINKCTLFULL	ydb-extension	RELINKCTLFULL	Relinkctl file for directory dddd is full (maximum entries mmmm)	Run Time Error
false	true	MessageRecovery/errors.rst#REMOTEDBNOSPGBL	ydb-extension	REMOTEDBNOSPGBL	Database region rrrr contains portion of a spanning global and so cannot point to a remote file	Run Time Error
false	true	MessageRecovery/errors.rst#REMOTEDBNOTRIG	ydb-extension	REMOTEDBNOTRIG	Trigger operations are not supported on global ^gggg as it maps to database region rrrr that points to a remote file	Run Time Error
false	true	MessageRecovery/errors.rst#RENAMEFAIL	ydb-extension	RENAMEFAIL	Rename of file xxxx to yyyy failed	Warning
false	true	MessageRecovery/errors.rst#REORGCTRLY	ydb-extension	REORGCTRLY	User interrupt encountered during database reorg -- halting	Information
false	true	MessageRecovery/errors.rst#REORGINC	ydb-extension	REORGINC	Reorg was incomplete. Not all globals were reorged.	Warning
false	true	MessageRecovery/errors.rst#REORGUPCNFLCT	ydb-extension	REORGUPCNFLCT	MUPIP AAAA encountered a conflict due to OOOO (PID:PPPP)	Error
false	true	MessageRecovery/errors.rst#REPL0BACKLOG	ydb-extension	REPL0BACKLOG	Total backlog for the specified replicating instance(s) is 0	
false	true	MessageRecovery/errors.rst#REPL2OLD	ydb-extension	REPL2OLD	Instance IIII uses a GT.M/YottaDB version that does not support connection with the current version on instance iiii	Error
false	true	MessageRecovery/errors.rst#REPLACCSEM	ydb-extension	REPLACCSEM	Error with replication access semaphore (id = xxxx) for instance file aaaa	Error
false	true	MessageRecovery/errors.rst#REPLAHEAD	ydb-extension	REPLAHEAD	Replicating instance is ahead of the originating instance.aaaa	Error
false	true	MessageRecovery/errors.rst#REPLALERT	ydb-extension	REPLALERT	Source Server could not connect to replicating instance XXXX for NNNN seconds	Warning
false	true	MessageRecovery/errors.rst#REPLBACKLOG	ydb-extension	REPLBACKLOG	Timeout occurred while there was a backlog	Error
false	true	MessageRecovery/errors.rst#REPLBRKNTRANS	ydb-extension	REPLBRKNTRANS	Replication subsystem found seqno xxxx broken or missing in the journal files	Error
false	true	MessageRecovery/errors.rst#REPLCOMM	ydb-extension	REPLCOMM	Replication subsystem communication failure	Error
false	true	MessageRecovery/errors.rst#REPLERR	ydb-extension	REPLERR	XXXX	Warning
false	true	MessageRecovery/errors.rst#REPLEXITERR	ydb-extension	REPLEXITERR	Replication process encountered an error while exiting	Run Time Error
false	true	MessageRecovery/errors.rst#REPLFILIOERR	ydb-extension	REPLFILIOERR	Replication subsystem file I/O error xxxx	Error
false	true	MessageRecovery/errors.rst#REPLFILTER	ydb-extension	REPLFILTER	Replication filter subsystem failure	Error
false	true	MessageRecovery/errors.rst#REPLFTOKSEM	ydb-extension	REPLFTOKSEM	Error with replication semaphores for instance file xxxx	Error
false	true	MessageRecovery/errors.rst#REPLINFO	ydb-extension	REPLINFO	xxxx	Information
false	true	MessageRecovery/errors.rst#REPLINSTACC	ydb-extension	REPLINSTACC	Error accessing replication instance file xxxx	Error
false	true	MessageRecovery/errors.rst#REPLINSTCLOSE	ydb-extension	REPLINSTCLOSE	Error closing replication instance file xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#REPLINSTCREATE	ydb-extension	REPLINSTCREATE	Error creating replication instance file xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#REPLINSTDBMATCH	ydb-extension	REPLINSTDBMATCH	Replication instance file xxxx has seqno [xxxx] while database has a different seqno [yyyy]	Error
false	true	MessageRecovery/errors.rst#REPLINSTDBSTRM	ydb-extension	REPLINSTDBSTRM	Replication instance file rrrr has seqno [xxxx] for Stream nnnn while database has a different seqno [XXXX]	Error
false	true	MessageRecovery/errors.rst#REPLINSTFMT	ydb-extension	REPLINSTFMT	Format error encountered while reading replication instance file xxxx. Expected yyyy. Found zzzz.	Error
